id,status,participants,startCoords,finishCoords,winnerId,startTime,endTime
race-hist-42001-198,finished,"[""drv-syn-039"",""drv-syn-014""]","{""latitude"":34.06249894493725,""longitude"":-118.48269133617869}","{""latitude"":34.05906605524483,""longitude"":-118.4676440831358}",drv-syn-014,2026-01-01T02:28:47.248Z,2026-01-01T02:30:00.844Z
race-hist-42001-199,finished,"[""drv-syn-031"",""drv-syn-035""]","{""latitude"":33.979312509130686,""longitude"":-118.33964948839275}","{""latitude"":33.971754053058696,""longitude"":-118.35169220795144}",drv-syn-035,2025-12-19T10:44:48.167Z,2025-12-19T10:45:33.839Z
race-hist-42001-200,finished,"[""drv-syn-049"",""drv-syn-011""]","{""latitude"":34.073008685121316,""longitude"":-118.40292081100633}","{""latitude"":34.067590333398535,""longitude"":-118.40279784263367}",drv-syn-011,2025-12-06T18:21:00.785Z,2025-12-06T18:22:23.529Z
race-hist-42001-201,finished,"[""drv-syn-019"",""drv-syn-013""]","{""latitude"":34.06380047064741,""longitude"":-118.40655067642219}","{""latitude"":34.050767378758486,""longitude"":-118.397484337122}",drv-syn-013,2026-01-21T03:56:34.128Z,2026-01-21T03:57:46.967Z
race-hist-42001-202,finished,"[""drv-syn-037"",""drv-syn-021""]","{""latitude"":33.969311326099564,""longitude"":-118.290488497389}","{""latitude"":33.9700902802327,""longitude"":-118.27956104485051}",drv-syn-037,2025-12-15T00:23:05.996Z,2025-12-15T00:23:59.774Z
race-hist-42001-203,finished,"[""drv-syn-014"",""drv-syn-044""]","{""latitude"":34.11657976697665,""longitude"":-118.21944391620345}","{""latitude"":34.11337152547242,""longitude"":-118.22274141955442}",drv-syn-044,2025-11-10T00:42:27.975Z,2025-11-10T00:43:44.610Z
race-hist-42001-204,finished,"[""drv-syn-013"",""drv-syn-050""]","{""latitude"":33.99489281565417,""longitude"":-118.43919352829688}","{""latitude"":33.991934946876476,""longitude"":-118.43898223783334}",drv-syn-050,2025-11-22T14:04:26.693Z,2025-11-22T14:05:42.783Z
race-hist-42001-205,finished,"[""drv-syn-031"",""drv-syn-028""]","{""latitude"":34.10049961065408,""longitude"":-118.26559007861651}","{""latitude"":34.09671962668419,""longitude"":-118.27002100923329}",drv-syn-028,2026-02-07T11:29:51.400Z,2026-02-07T11:31:00.177Z
race-hist-42001-206,finished,"[""drv-syn-015"",""drv-syn-018""]","{""latitude"":34.02915278633125,""longitude"":-118.32565009605605}","{""latitude"":34.0364330705804,""longitude"":-118.3145319232496}",drv-syn-018,2026-01-10T06:55:49.135Z,2026-01-10T06:57:08.928Z
race-hist-42001-207,finished,"[""drv-syn-022"",""drv-syn-021""]","{""latitude"":34.11199774967507,""longitude"":-118.38396595495287}","{""latitude"":34.120913222898736,""longitude"":-118.38413905053866}",drv-syn-021,2026-03-15T02:11:47.710Z,2026-03-15T02:12:38.667Z
race-hist-42001-208,finished,"[""drv-syn-016"",""drv-syn-006""]","{""latitude"":34.1672498350218,""longitude"":-118.21112692388705}","{""latitude"":34.15861736202887,""longitude"":-118.22351703279985}",drv-syn-016,2025-10-06T21:27:55.154Z,2025-10-06T21:28:20.657Z
race-hist-42001-209,finished,"[""drv-syn-044"",""drv-syn-020""]","{""latitude"":33.96050669135526,""longitude"":-118.44237974801798}","{""latitude"":33.97164481002212,""longitude"":-118.44628200884111}",drv-syn-020,2025-11-10T16:56:04.506Z,2025-11-10T16:56:43.980Z
race-hist-42001-210,finished,"[""drv-syn-021"",""drv-syn-006""]","{""latitude"":34.114697854411794,""longitude"":-118.39806086908793}","{""latitude"":34.12090595838347,""longitude"":-118.39583354299818}",drv-syn-021,2025-11-02T00:42:00.070Z,2025-11-02T00:42:11.595Z
race-hist-42001-211,finished,"[""drv-syn-050"",""drv-syn-007""]","{""latitude"":34.146328167398465,""longitude"":-118.20398576352746}","{""latitude"":34.1451532101006,""longitude"":-118.21417818389216}",drv-syn-007,2026-03-19T23:35:26.531Z,2026-03-19T23:36:11.073Z
race-hist-42001-212,finished,"[""drv-syn-014"",""drv-syn-015""]","{""latitude"":34.162831029254015,""longitude"":-118.4191131626023}","{""latitude"":34.16803431149545,""longitude"":-118.40356829220734}",drv-syn-015,2026-03-09T21:21:22.074Z,2026-03-09T21:21:38.121Z
race-hist-42001-213,finished,"[""drv-syn-028"",""drv-syn-007""]","{""latitude"":34.08106779191643,""longitude"":-118.25147462140303}","{""latitude"":34.08328421461561,""longitude"":-118.25833484711008}",drv-syn-028,2025-12-29T06:49:34.328Z,2025-12-29T06:49:47.829Z
race-hist-42001-214,finished,"[""drv-syn-006"",""drv-syn-047""]","{""latitude"":33.982429310204466,""longitude"":-118.23501772760646}","{""latitude"":33.99236828975217,""longitude"":-118.23673640213353}",drv-syn-047,2025-12-08T00:33:39.081Z,2025-12-08T00:34:38.444Z
race-hist-42001-215,finished,"[""drv-syn-044"",""drv-syn-025""]","{""latitude"":33.96180895113852,""longitude"":-118.48889502405655}","{""latitude"":33.95227783163532,""longitude"":-118.49821849277393}",drv-syn-044,2025-10-01T04:03:55.378Z,2025-10-01T04:05:22.797Z
race-hist-42001-216,finished,"[""drv-syn-045"",""drv-syn-006""]","{""latitude"":34.06671504940838,""longitude"":-118.51255374039756}","{""latitude"":34.06871606202333,""longitude"":-118.50318809484135}",drv-syn-045,2025-10-23T10:56:20.619Z,2025-10-23T10:57:24.178Z
race-hist-42001-217,finished,"[""drv-syn-032"",""drv-syn-040""]","{""latitude"":34.129132886920125,""longitude"":-118.37745013062376}","{""latitude"":34.12424133094575,""longitude"":-118.3834007943174}",drv-syn-032,2025-10-01T18:17:20.085Z,2025-10-01T18:18:03.435Z
race-hist-42001-218,finished,"[""drv-syn-020"",""drv-syn-003""]","{""latitude"":34.14758142509964,""longitude"":-118.50318746714619}","{""latitude"":34.133714438264796,""longitude"":-118.50638930223103}",drv-syn-020,2025-12-18T18:51:30.072Z,2025-12-18T18:52:02.680Z
race-hist-42001-219,finished,"[""drv-syn-001"",""drv-syn-004""]","{""latitude"":33.957243097326725,""longitude"":-118.51475876867771}","{""latitude"":33.94998849076568,""longitude"":-118.52952231779385}",drv-syn-004,2025-09-30T00:57:38.215Z,2025-09-30T00:59:04.885Z
race-hist-42001-220,finished,"[""drv-syn-019"",""drv-syn-024""]","{""latitude"":34.08027619515546,""longitude"":-118.39512591452804}","{""latitude"":34.07860053820918,""longitude"":-118.41371349348857}",drv-syn-019,2025-11-29T11:13:07.757Z,2025-11-29T11:14:34.457Z
race-hist-42001-221,finished,"[""drv-syn-027"",""drv-syn-002""]","{""latitude"":33.99426182175521,""longitude"":-118.26697455282556}","{""latitude"":33.984691357619916,""longitude"":-118.27681353994649}",drv-syn-002,2025-11-06T20:05:29.189Z,2025-11-06T20:06:51.200Z
race-hist-42001-222,finished,"[""drv-syn-015"",""drv-syn-039""]","{""latitude"":33.999340270916,""longitude"":-118.47743011746788}","{""latitude"":33.997117068205895,""longitude"":-118.47579454842442}",drv-syn-015,2026-01-20T23:38:13.949Z,2026-01-20T23:38:52.969Z
race-hist-42001-223,finished,"[""drv-syn-025"",""drv-syn-006""]","{""latitude"":34.12562699559611,""longitude"":-118.54696941550355}","{""latitude"":34.135047340570644,""longitude"":-118.5494880743222}",drv-syn-025,2025-11-09T17:06:05.456Z,2025-11-09T17:07:06.292Z
race-hist-42001-224,finished,"[""drv-syn-018"",""drv-syn-017""]","{""latitude"":34.01645847581793,""longitude"":-118.35909842173568}","{""latitude"":34.00353339470593,""longitude"":-118.34801346969425}",drv-syn-018,2025-10-11T14:29:26.144Z,2025-10-11T14:30:35.685Z
race-hist-42001-225,finished,"[""drv-syn-048"",""drv-syn-023""]","{""latitude"":34.108692372743974,""longitude"":-118.52878398037282}","{""latitude"":34.09718729523803,""longitude"":-118.53130232721234}",drv-syn-023,2026-01-17T02:57:42.275Z,2026-01-17T02:58:55.670Z
race-hist-42001-226,finished,"[""drv-syn-003"",""drv-syn-016""]","{""latitude"":33.99503499410581,""longitude"":-118.53934842153684}","{""latitude"":33.98833890164438,""longitude"":-118.538211279715}",drv-syn-003,2026-03-18T07:24:04.775Z,2026-03-18T07:25:03.861Z
race-hist-42001-227,finished,"[""drv-syn-012"",""drv-syn-039""]","{""latitude"":34.15345256211702,""longitude"":-118.4012919274508}","{""latitude"":34.14430472598747,""longitude"":-118.39224078880073}",drv-syn-039,2026-02-06T07:19:59.323Z,2026-02-06T07:20:56.506Z
race-hist-42001-228,finished,"[""drv-syn-001"",""drv-syn-044""]","{""latitude"":34.142498237118126,""longitude"":-118.36240370771847}","{""latitude"":34.15834773531962,""longitude"":-118.36451505152559}",drv-syn-044,2025-12-14T18:07:30.983Z,2025-12-14T18:08:52.656Z
race-hist-42001-229,finished,"[""drv-syn-019"",""drv-syn-017""]","{""latitude"":34.05795684316196,""longitude"":-118.22985101621597}","{""latitude"":34.06253847969506,""longitude"":-118.23237322555131}",drv-syn-017,2026-02-11T02:40:13.647Z,2026-02-11T02:40:28.215Z
race-hist-42001-230,finished,"[""drv-syn-009"",""drv-syn-004""]","{""latitude"":33.96310613966547,""longitude"":-118.25968405182938}","{""latitude"":33.96809938516708,""longitude"":-118.26400158228864}",drv-syn-009,2026-03-07T09:45:41.589Z,2026-03-07T09:46:29.910Z
race-hist-42001-231,finished,"[""drv-syn-033"",""drv-syn-020""]","{""latitude"":34.112530518793506,""longitude"":-118.22315028992016}","{""latitude"":34.112633392900534,""longitude"":-118.23148990387679}",drv-syn-020,2026-01-12T23:58:44.440Z,2026-01-12T23:59:42.935Z
race-hist-42001-232,finished,"[""drv-syn-045"",""drv-syn-014""]","{""latitude"":34.065880649695174,""longitude"":-118.26080681303283}","{""latitude"":34.06087388590527,""longitude"":-118.26257257608599}",drv-syn-045,2025-12-05T17:34:48.283Z,2025-12-05T17:36:07.423Z
race-hist-42001-233,finished,"[""drv-syn-044"",""drv-syn-003""]","{""latitude"":34.06860802429263,""longitude"":-118.24409076047596}","{""latitude"":34.060452024078806,""longitude"":-118.23290410260583}",drv-syn-003,2025-10-23T20:11:37.138Z,2025-10-23T20:11:54.323Z
race-hist-42001-234,finished,"[""drv-syn-011"",""drv-syn-046""]","{""latitude"":34.0107742666686,""longitude"":-118.49956871022005}","{""latitude"":33.99587599719316,""longitude"":-118.50320485325314}",drv-syn-046,2025-12-02T03:37:57.023Z,2025-12-02T03:39:15.768Z
race-hist-42001-235,finished,"[""drv-syn-033"",""drv-syn-012""]","{""latitude"":33.99178388444241,""longitude"":-118.36082406420027}","{""latitude"":33.9887330038408,""longitude"":-118.37777130560632}",drv-syn-033,2025-09-28T14:22:06.037Z,2025-09-28T14:22:38.540Z
race-hist-42001-236,finished,"[""drv-syn-048"",""drv-syn-016""]","{""latitude"":34.00505582315848,""longitude"":-118.26988130939425}","{""latitude"":34.00474249383303,""longitude"":-118.27491148780989}",drv-syn-048,2025-12-26T23:19:35.621Z,2025-12-26T23:20:26.656Z
race-hist-42001-237,finished,"[""drv-syn-022"",""drv-syn-017""]","{""latitude"":34.03158382794354,""longitude"":-118.3601119497558}","{""latitude"":34.02092190185002,""longitude"":-118.36760254630633}",drv-syn-017,2026-01-27T19:59:30.988Z,2026-01-27T20:00:32.978Z
race-hist-42001-238,finished,"[""drv-syn-027"",""drv-syn-036""]","{""latitude"":34.010203395104035,""longitude"":-118.34440372738754}","{""latitude"":34.02373085709459,""longitude"":-118.33693447756863}",drv-syn-036,2026-02-15T01:49:23.062Z,2026-02-15T01:50:34.454Z
race-hist-42001-239,finished,"[""drv-syn-023"",""drv-syn-018""]","{""latitude"":33.98703325606417,""longitude"":-118.2443388789543}","{""latitude"":33.99099670674635,""longitude"":-118.23417582689423}",drv-syn-023,2026-02-21T15:30:43.356Z,2026-02-21T15:31:30.065Z
race-hist-42001-240,finished,"[""drv-syn-018"",""drv-syn-042""]","{""latitude"":34.1674426083779,""longitude"":-118.25046443148749}","{""latitude"":34.16828480613559,""longitude"":-118.23540570258925}",drv-syn-042,2025-12-21T06:08:17.965Z,2025-12-21T06:08:37.503Z
race-hist-42001-241,finished,"[""drv-syn-010"",""drv-syn-018""]","{""latitude"":34.046077675940474,""longitude"":-118.40348199387081}","{""latitude"":34.040410558414116,""longitude"":-118.40854207662443}",drv-syn-018,2025-10-06T23:44:49.834Z,2025-10-06T23:45:37.811Z
race-hist-42001-242,finished,"[""drv-syn-020"",""drv-syn-014""]","{""latitude"":34.0889966574125,""longitude"":-118.31704203092958}","{""latitude"":34.095399144599384,""longitude"":-118.30386438610024}",drv-syn-020,2025-09-30T07:47:59.265Z,2025-09-30T07:48:20.913Z
race-hist-42001-243,finished,"[""drv-syn-014"",""drv-syn-044""]","{""latitude"":34.16452864587773,""longitude"":-118.54363908497616}","{""latitude"":34.15971589822356,""longitude"":-118.55160013600018}",drv-syn-044,2025-10-14T18:38:33.406Z,2025-10-14T18:40:03.107Z
race-hist-42001-244,finished,"[""drv-syn-013"",""drv-syn-003""]","{""latitude"":34.09193908495363,""longitude"":-118.43262460387777}","{""latitude"":34.07901426177213,""longitude"":-118.42169335404688}",drv-syn-003,2025-11-14T19:52:04.924Z,2025-11-14T19:52:47.279Z
race-hist-42001-245,finished,"[""drv-syn-050"",""drv-syn-045""]","{""latitude"":34.1057896273071,""longitude"":-118.2769184358418}","{""latitude"":34.11417425338956,""longitude"":-118.28719621465422}",drv-syn-045,2025-11-07T05:03:26.653Z,2025-11-07T05:03:53.232Z
race-hist-42001-246,finished,"[""drv-syn-008"",""drv-syn-028""]","{""latitude"":33.953701578076,""longitude"":-118.50818954730639}","{""latitude"":33.94214553562531,""longitude"":-118.49623219204594}",drv-syn-028,2025-11-11T17:09:55.606Z,2025-11-11T17:11:16.115Z
race-hist-42001-247,finished,"[""drv-syn-045"",""drv-syn-049""]","{""latitude"":34.16118550078012,""longitude"":-118.54167565298266}","{""latitude"":34.14973929774158,""longitude"":-118.55547032463626}",drv-syn-045,2026-02-10T04:04:21.664Z,2026-02-10T04:05:13.842Z
race-hist-42001-248,finished,"[""drv-syn-025"",""drv-syn-015""]","{""latitude"":34.039087818213744,""longitude"":-118.42517787717516}","{""latitude"":34.04123098122448,""longitude"":-118.42332960029677}",drv-syn-025,2026-01-02T14:22:31.176Z,2026-01-02T14:23:51.599Z
race-hist-42001-249,finished,"[""drv-syn-006"",""drv-syn-028""]","{""latitude"":33.969389156955295,""longitude"":-118.44253786993212}","{""latitude"":33.9707856612601,""longitude"":-118.45321793710528}",drv-syn-028,2026-01-09T19:41:27.513Z,2026-01-09T19:42:51.846Z
race-hist-42001-250,finished,"[""drv-syn-035"",""drv-syn-005""]","{""latitude"":34.05527332066093,""longitude"":-118.370497337298}","{""latitude"":34.057397919996546,""longitude"":-118.37230878985261}",drv-syn-035,2025-10-29T15:05:24.494Z,2025-10-29T15:05:41.378Z
race-hist-42001-251,finished,"[""drv-syn-031"",""drv-syn-037""]","{""latitude"":34.086615252890624,""longitude"":-118.33411124970299}","{""latitude"":34.09342194380063,""longitude"":-118.34078360233732}",drv-syn-031,2025-10-20T19:28:28.539Z,2025-10-20T19:29:50.789Z
race-hist-42001-252,finished,"[""drv-syn-005"",""drv-syn-012""]","{""latitude"":34.01783014758956,""longitude"":-118.52049415844958}","{""latitude"":34.02154967946545,""longitude"":-118.51861628222137}",drv-syn-005,2025-12-23T09:18:36.131Z,2025-12-23T09:19:36.010Z
race-hist-42001-253,finished,"[""drv-syn-003"",""drv-syn-049""]","{""latitude"":33.9987920399569,""longitude"":-118.31336873421678}","{""latitude"":33.99243579129154,""longitude"":-118.29834859798589}",drv-syn-049,2025-11-14T16:26:26.083Z,2025-11-14T16:27:26.559Z
race-hist-42001-254,finished,"[""drv-syn-030"",""drv-syn-024""]","{""latitude"":34.08994186892174,""longitude"":-118.2899910578737}","{""latitude"":34.105247382456334,""longitude"":-118.294884978798}",drv-syn-024,2026-03-13T14:48:21.172Z,2026-03-13T14:48:48.448Z
race-hist-42001-255,finished,"[""drv-syn-039"",""drv-syn-022""]","{""latitude"":33.956670885724016,""longitude"":-118.24356392065529}","{""latitude"":33.95722478017726,""longitude"":-118.24952592035898}",drv-syn-039,2026-03-01T12:57:22.855Z,2026-03-01T12:57:49.719Z
race-hist-42001-256,finished,"[""drv-syn-004"",""drv-syn-038""]","{""latitude"":34.02604658933822,""longitude"":-118.38273329128278}","{""latitude"":34.02269306729941,""longitude"":-118.39327422863094}",drv-syn-038,2025-11-23T21:52:12.077Z,2025-11-23T21:53:10.373Z
race-hist-42001-257,finished,"[""drv-syn-039"",""drv-syn-006""]","{""latitude"":34.03897759255953,""longitude"":-118.20736977753695}","{""latitude"":34.036993822977486,""longitude"":-118.21918215523681}",drv-syn-039,2025-11-19T16:05:59.316Z,2025-11-19T16:06:35.517Z
race-hist-42001-258,finished,"[""drv-syn-024"",""drv-syn-046""]","{""latitude"":34.08900672785472,""longitude"":-118.25252876423765}","{""latitude"":34.098920052004026,""longitude"":-118.25578125634667}",drv-syn-046,2025-10-04T14:08:40.247Z,2025-10-04T14:08:58.840Z
race-hist-42001-259,finished,"[""drv-syn-028"",""drv-syn-017""]","{""latitude"":34.08106396649964,""longitude"":-118.44995970382588}","{""latitude"":34.08087085906598,""longitude"":-118.45314499723546}",drv-syn-028,2026-01-07T07:42:57.167Z,2026-01-07T07:44:24.484Z
race-hist-42001-260,finished,"[""drv-syn-048"",""drv-syn-038""]","{""latitude"":34.07284069414717,""longitude"":-118.51174303668085}","{""latitude"":34.084078663994426,""longitude"":-118.50780028935277}",drv-syn-048,2025-12-12T16:44:49.332Z,2025-12-12T16:45:56.909Z
race-hist-42001-261,finished,"[""drv-syn-015"",""drv-syn-026""]","{""latitude"":34.02561269491446,""longitude"":-118.20410645764787}","{""latitude"":34.02864940928627,""longitude"":-118.20416931991271}",drv-syn-015,2026-02-15T01:20:06.042Z,2026-02-15T01:20:20.392Z
race-hist-42001-262,finished,"[""drv-syn-017"",""drv-syn-030""]","{""latitude"":34.008352006068456,""longitude"":-118.50181281672558}","{""latitude"":34.0163524194244,""longitude"":-118.4954445730715}",drv-syn-030,2025-12-17T22:03:36.587Z,2025-12-17T22:03:50.925Z
race-hist-42001-263,finished,"[""drv-syn-033"",""drv-syn-014""]","{""latitude"":34.04629188929219,""longitude"":-118.48012540071504}","{""latitude"":34.043770703428144,""longitude"":-118.47332064727992}",drv-syn-033,2025-10-11T11:01:38.994Z,2025-10-11T11:02:00.701Z
race-hist-42001-264,finished,"[""drv-syn-022"",""drv-syn-016""]","{""latitude"":34.16449035559781,""longitude"":-118.2283816514071}","{""latitude"":34.17051915491679,""longitude"":-118.22532428220786}",drv-syn-022,2026-03-18T10:17:20.778Z,2026-03-18T10:18:49.575Z
race-hist-42001-265,finished,"[""drv-syn-034"",""drv-syn-043""]","{""latitude"":33.97227548294235,""longitude"":-118.3557712515816}","{""latitude"":33.97365134403004,""longitude"":-118.36667730405351}",drv-syn-034,2025-10-07T13:58:33.189Z,2025-10-07T13:58:46.529Z
race-hist-42001-266,finished,"[""drv-syn-036"",""drv-syn-008""]","{""latitude"":34.03274935604539,""longitude"":-118.42851684392663}","{""latitude"":34.03156811943764,""longitude"":-118.41745030972646}",drv-syn-036,2026-01-02T10:05:47.243Z,2026-01-02T10:06:54.742Z
race-hist-42001-267,finished,"[""drv-syn-002"",""drv-syn-014""]","{""latitude"":34.031594829871324,""longitude"":-118.39345117997145}","{""latitude"":34.04346729143975,""longitude"":-118.3991950156235}",drv-syn-014,2026-03-07T14:34:30.723Z,2026-03-07T14:35:37.832Z
race-hist-42001-268,finished,"[""drv-syn-047"",""drv-syn-039""]","{""latitude"":34.04450482613407,""longitude"":-118.22415044767548}","{""latitude"":34.04756237687846,""longitude"":-118.23337051014848}",drv-syn-047,2025-11-09T11:52:21.140Z,2025-11-09T11:52:38.973Z
race-hist-42001-269,finished,"[""drv-syn-046"",""drv-syn-033""]","{""latitude"":34.060337287411095,""longitude"":-118.3063895742409}","{""latitude"":34.06333809101131,""longitude"":-118.31858217092855}",drv-syn-033,2025-11-18T23:28:57.703Z,2025-11-18T23:29:24.480Z
race-hist-42001-270,finished,"[""drv-syn-042"",""drv-syn-016""]","{""latitude"":34.03209412364755,""longitude"":-118.2872128935065}","{""latitude"":34.02223707775923,""longitude"":-118.28648104213947}",drv-syn-042,2025-09-27T08:25:03.352Z,2025-09-27T08:26:09.309Z
race-hist-42001-271,finished,"[""drv-syn-024"",""drv-syn-016""]","{""latitude"":33.992037215679886,""longitude"":-118.3040792562766}","{""latitude"":33.98344716326055,""longitude"":-118.30597224264633}",drv-syn-016,2026-03-09T16:11:04.889Z,2026-03-09T16:11:14.075Z
race-hist-42001-272,finished,"[""drv-syn-004"",""drv-syn-001""]","{""latitude"":34.10187901664991,""longitude"":-118.44751320328795}","{""latitude"":34.10176396917118,""longitude"":-118.44322560140873}",drv-syn-004,2025-12-29T14:26:16.690Z,2025-12-29T14:27:07.373Z
race-hist-42001-273,finished,"[""drv-syn-014"",""drv-syn-011""]","{""latitude"":34.04832001584116,""longitude"":-118.38078925253357}","{""latitude"":34.04564559943857,""longitude"":-118.3734742835869}",drv-syn-011,2025-11-22T01:16:09.200Z,2025-11-22T01:16:59.417Z
race-hist-42001-274,finished,"[""drv-syn-020"",""drv-syn-046""]","{""latitude"":34.098569158087486,""longitude"":-118.4041121157701}","{""latitude"":34.10805326370897,""longitude"":-118.40502156377923}",drv-syn-020,2026-01-31T23:33:52.624Z,2026-01-31T23:35:06.655Z
race-hist-42001-275,finished,"[""drv-syn-018"",""drv-syn-005""]","{""latitude"":33.99177911125124,""longitude"":-118.4121910470305}","{""latitude"":33.99419354776302,""longitude"":-118.41740601720203}",drv-syn-018,2026-02-18T23:59:42.272Z,2026-02-19T00:00:15.655Z
race-hist-42001-276,finished,"[""drv-syn-031"",""drv-syn-001""]","{""latitude"":34.07333337071352,""longitude"":-118.45172189422883}","{""latitude"":34.06821901857045,""longitude"":-118.46697071184052}",drv-syn-031,2025-11-10T00:52:47.706Z,2025-11-10T00:54:06.832Z
race-hist-42001-277,finished,"[""drv-syn-035"",""drv-syn-004""]","{""latitude"":34.12901246691589,""longitude"":-118.52023756420239}","{""latitude"":34.13450188149337,""longitude"":-118.51833636879381}",drv-syn-004,2026-01-04T18:20:40.709Z,2026-01-04T18:22:07.280Z
race-hist-42001-278,finished,"[""drv-syn-026"",""drv-syn-016""]","{""latitude"":34.075582351642666,""longitude"":-118.27467405259377}","{""latitude"":34.08667041586658,""longitude"":-118.27717112212396}",drv-syn-026,2026-02-26T00:45:35.265Z,2026-02-26T00:46:02.386Z
race-hist-42001-279,finished,"[""drv-syn-006"",""drv-syn-027""]","{""latitude"":34.05176736571826,""longitude"":-118.34391063303919}","{""latitude"":34.03972573481873,""longitude"":-118.34988538952398}",drv-syn-027,2025-10-04T12:32:20.743Z,2025-10-04T12:32:47.513Z
race-hist-42001-280,finished,"[""drv-syn-029"",""drv-syn-006""]","{""latitude"":33.95222864468116,""longitude"":-118.45463883347111}","{""latitude"":33.94799777667214,""longitude"":-118.45570579278713}",drv-syn-029,2026-01-07T10:42:14.525Z,2026-01-07T10:42:51.480Z
race-hist-42001-281,finished,"[""drv-syn-007"",""drv-syn-041""]","{""latitude"":34.02827952643391,""longitude"":-118.50911824682261}","{""latitude"":34.02628041261384,""longitude"":-118.50046480553345}",drv-syn-041,2025-12-12T15:50:43.636Z,2025-12-12T15:51:59.977Z
race-hist-42001-282,finished,"[""drv-syn-019"",""drv-syn-023""]","{""latitude"":34.13686259906274,""longitude"":-118.3919739090139}","{""latitude"":34.1236516291572,""longitude"":-118.3934311363848}",drv-syn-019,2025-12-14T05:57:59.515Z,2025-12-14T05:58:35.723Z
race-hist-42001-283,finished,"[""drv-syn-003"",""drv-syn-024""]","{""latitude"":34.154280668450525,""longitude"":-118.2518734198995}","{""latitude"":34.16512364830996,""longitude"":-118.2374395877111}",drv-syn-003,2025-10-28T16:53:15.042Z,2025-10-28T16:53:32.543Z
race-hist-42001-284,finished,"[""drv-syn-030"",""drv-syn-008""]","{""latitude"":34.12785665387288,""longitude"":-118.31622886040714}","{""latitude"":34.11363033859938,""longitude"":-118.30921611026437}",drv-syn-030,2025-12-16T15:03:20.094Z,2025-12-16T15:04:33.433Z
race-hist-42001-285,finished,"[""drv-syn-036"",""drv-syn-044""]","{""latitude"":34.13261888543144,""longitude"":-118.20723543860949}","{""latitude"":34.11794007261392,""longitude"":-118.2075304931599}",drv-syn-044,2026-01-05T11:33:17.673Z,2026-01-05T11:34:12.424Z
race-hist-42001-286,finished,"[""drv-syn-048"",""drv-syn-002""]","{""latitude"":33.99301682034042,""longitude"":-118.29923899208661}","{""latitude"":33.991358294771494,""longitude"":-118.30392147215689}",drv-syn-048,2025-10-20T21:29:03.479Z,2025-10-20T21:30:31.823Z
race-hist-42001-287,finished,"[""drv-syn-025"",""drv-syn-028""]","{""latitude"":34.12162745805923,""longitude"":-118.38276656948729}","{""latitude"":34.132059800692154,""longitude"":-118.37242606276152}",drv-syn-025,2025-11-24T13:24:19.164Z,2025-11-24T13:25:37.814Z
race-hist-42001-288,finished,"[""drv-syn-034"",""drv-syn-042""]","{""latitude"":34.06100407284219,""longitude"":-118.34082827968523}","{""latitude"":34.06786420151489,""longitude"":-118.35650334179188}",drv-syn-042,2025-10-20T14:48:21.555Z,2025-10-20T14:49:48.879Z
race-hist-42001-289,finished,"[""drv-syn-001"",""drv-syn-019""]","{""latitude"":34.119270113371314,""longitude"":-118.28004235101398}","{""latitude"":34.13001764377034,""longitude"":-118.28587935823803}",drv-syn-001,2026-02-22T11:33:32.623Z,2026-02-22T11:33:58.808Z
race-hist-42001-290,finished,"[""drv-syn-007"",""drv-syn-015""]","{""latitude"":34.15623426001985,""longitude"":-118.46294219939736}","{""latitude"":34.14763447421987,""longitude"":-118.45703448357258}",drv-syn-007,2025-12-15T04:03:59.268Z,2025-12-15T04:04:16.717Z
race-hist-42001-291,finished,"[""drv-syn-007"",""drv-syn-014""]","{""latitude"":33.964037946541794,""longitude"":-118.33720936409664}","{""latitude"":33.95769950041308,""longitude"":-118.33545988982783}",drv-syn-014,2026-03-22T04:04:58.529Z,2026-03-22T04:06:09.493Z
race-hist-42001-292,finished,"[""drv-syn-038"",""drv-syn-005""]","{""latitude"":34.0396858559642,""longitude"":-118.33401998644695}","{""latitude"":34.047657946566346,""longitude"":-118.34093619957032}",drv-syn-038,2025-11-05T01:16:21.269Z,2025-11-05T01:17:34.601Z
race-hist-42001-293,finished,"[""drv-syn-026"",""drv-syn-038""]","{""latitude"":34.015348539398985,""longitude"":-118.36896908305353}","{""latitude"":34.01909574437126,""longitude"":-118.35694102835386}",drv-syn-026,2025-09-25T15:15:02.523Z,2025-09-25T15:15:32.018Z
race-hist-42001-294,finished,"[""drv-syn-032"",""drv-syn-011""]","{""latitude"":34.14795446613804,""longitude"":-118.3555349486065}","{""latitude"":34.14893470935381,""longitude"":-118.3500111491025}",drv-syn-032,2026-03-03T07:33:13.312Z,2026-03-03T07:34:21.956Z
race-hist-42001-295,finished,"[""drv-syn-008"",""drv-syn-005""]","{""latitude"":34.096565707633275,""longitude"":-118.52104025412117}","{""latitude"":34.09367614746615,""longitude"":-118.51386028887731}",drv-syn-008,2026-03-17T22:14:06.953Z,2026-03-17T22:14:33.703Z
race-hist-42001-296,finished,"[""drv-syn-021"",""drv-syn-013""]","{""latitude"":34.07450033909642,""longitude"":-118.36097824668977}","{""latitude"":34.0751568840634,""longitude"":-118.35655908363711}",drv-syn-021,2026-01-11T05:31:50.012Z,2026-01-11T05:32:07.285Z
